Date,sensor_11,sensor_12,sensor_04,sensor_10,sensor_48,sensor_50,sensor_05,sensor_02,sensor_06,label
03-07-2018 15:52,0.001762214,0,0.000471042,0.004252732,0.046153928,0.014130456,0.003870196,0,0.00084246,1
03-07-2018 15:53,0.00146879,0,0.000471042,0.003901411,0.046153998,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 15:54,0.001760741,0,0.000471042,0.004251848,0.046153928,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 15:55,0.001762214,0,0.000471042,0.004073195,0.048352096,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 15:56,0.001762214,0,0.000471042,0.004252732,0.048351843,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 15:57,0.001762214,0,0.000471042,0.004251062,0.048351843,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 15:58,0.001494065,0,0.000471042,0.003919588,0.048351843,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 15:59,0.001494065,0,0.000471042,0.003919588,0.048351843,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:00,0.001762214,0,0.000471042,0.004018704,0.048351843,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:01,0.001762214,0,0.000471042,0.00425271,0.048351843,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:02,0.001762214,0,0.000471042,0.004252732,0.048351843,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:03,0.001762214,0,0.000471042,0.004252732,0.048351843,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:04,0.001762214,0,0.000471042,0.003940349,0.048351843,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:05,0.001468512,0,0.000648794,0.003866121,0.048351843,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:06,0.001762199,0,0.000471042,0.003958913,0.048351843,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:07,0.001762214,0,0.000471042,0.004250045,0.048351843,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:08,0.001762214,0,0.000471042,0.004087501,0.048351843,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:09,0.001762214,0,0.000471042,0.004248953,0.048351843,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:10,0.001473064,0,0.000471042,0.004012641,0.048351843,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:11,0.00149583,0,0.000471042,0.004123405,0.048351843,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:12,0.001762213,0,0.000471042,0.004248149,0.048352096,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:13,0.001762214,0,0.000471042,0.004220025,0.046153928,0.014130456,0.003870196,0,0.00084246,1
03-07-2018 16:14,0.001760746,0,0.000471042,0.004053519,0.046153998,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:15,0.001762214,0,0.000648794,0.004252732,0.046153998,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:16,0.001762214,0,0.000471042,0.004063436,0.046153998,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:17,0.001761984,0,0.000471042,0.004189033,0.046153998,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:18,0.001762214,0,0.000471042,0.004157818,0.046153998,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:19,0.001762214,0,0.000471042,0.004244863,0.046153998,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:20,0.001762214,0,0.000471042,0.004244863,0.046153928,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:21,0.001762213,0,0.000471042,0.004251509,0.043956267,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:22,0.001762214,0,0.000471042,0.004252728,0.043956153,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:23,0.001762214,0,0.000471042,0.004097137,0.043956153,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:24,0.001762214,0,0.000471042,0.004190727,0.043956153,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:25,0.001762214,0,0.000471042,0.00420957,0.043956153,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:26,0.001762214,0,0.000648794,0.00425273,0.043956153,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:27,0.001221617,0,0.000471042,0.003866752,0.043956153,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:28,0.00146851,0,0.000471042,0.003982057,0.043956267,0.014130456,0.003870196,0,0.00084246,1
03-07-2018 16:29,0.001761883,0,0.000471042,0.004064469,0.039560438,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:30,0.001175024,0,0.000471042,0.003480726,0.039560656,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:31,0.001466893,0,0.000471042,0.004166256,0.039560656,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:32,0.001468511,0,0.000471042,0.004150661,0.039560656,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:33,0.001762128,0,0.000471042,0.004208537,0.039560656,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:34,0.001762214,0,0.000471042,0.004041302,0.039560656,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:35,0.001468512,0,0.000471042,0.003976156,0.039560656,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:36,0.00125803,0,0.000471042,0.00382597,0.039560656,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:37,0.00117481,0,0.000471042,0.003774557,0.039560656,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:38,0.00105819,0,0.000471042,0.003604395,0.039560656,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:39,0.001174809,0,0.000648794,0.00386612,0.039560656,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:40,0.001468511,0,0.000471042,0.003866121,0.039560656,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:41,0.001468512,0,0.000471042,0.003867009,0.039560656,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:42,0.001468512,0,0.000471042,0.003866596,0.039560656,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:43,0.001468512,0,0.000471042,0.003866121,0.039560656,0.014130456,0.003870196,0,0.00084246,1
03-07-2018 16:44,0.001468512,0,0.000471042,0.003866121,0.039560438,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:45,0.001468512,0,0.000471042,0.003960801,0.039560656,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:46,0.001468511,0,0.000471042,0.004102049,0.039560656,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:47,0.001468517,0,0.000648794,0.004087539,0.039560656,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:48,0.001468512,0,0.000471042,0.003967757,0.039560656,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:49,0.001468512,0,0.000471042,0.003866121,0.039560656,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:50,0.001720255,0,0.000471042,0.004104526,0.039560656,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:51,0.001469096,0,0.000471042,0.003998087,0.039560656,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:52,0.001680023,0,0.000471042,0.004070813,0.039560656,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:53,0.001762214,0,0.000471042,0.00419398,0.039560656,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:54,0.001479602,0,0,0.004166468,0.039560656,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:55,0.001468512,0,0.000471042,0.003984337,0.039560656,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:56,0.001468512,0,0.000471042,0.003872789,0.039560656,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:57,0.001468512,0,0.000471042,0.003882442,0.039560656,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:58,0.001468512,0,0.000471042,0.003866431,0.039560656,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 16:59,0.001468512,0,0.000471042,0.003866431,0.039560656,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 17:00,0.001375178,0,0.000471042,0.003866121,0.039560656,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 17:01,0.00146851,0,0.000471042,0.00386612,0.039560656,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 17:02,0.001468477,0,0.000648794,0.00386612,0.039560656,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 17:03,0.001468511,0,0.000177751,0.004061217,0.039560656,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 17:04,0.001468507,0,0.000471042,0.003904261,0.039560438,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 17:05,0.001468511,0,0.000177751,0.003908445,0.043956267,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 17:06,0.001468511,0,0.000648794,0.004028434,0.039560438,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 17:07,0.001468511,0,0.000648794,0.004053192,0.043956267,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 17:08,0.001468511,0,0.000648794,0.003891355,0.043956267,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 17:09,0.001468511,0,0.000471042,0.003896538,0.039560438,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 17:10,0.001468511,0,0.000471042,0.003866143,0.043956267,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 17:11,0.001201392,0,0.000648794,0.003865962,0.043956153,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 17:12,0.00117481,0,0.000471042,0.00384709,0.043956153,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 17:13,0.001183513,0,0.000471042,0.003833686,0.043956153,0.014130456,0.003870196,0,0.00084246,1
03-07-2018 17:14,0.001468511,0,0.000471042,0.003913408,0.043956153,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 17:15,0.001468511,0,0.000471042,0.003914271,0.043956153,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 17:16,0.001468511,0,0.000471042,0.003866363,0.043956153,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 17:17,0.001387032,0,0.000648794,0.003872374,0.043956153,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 17:18,0.001452452,0,0.000471042,0.003863895,0.043956153,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 17:19,0.001468511,0,0.000471042,0.003961343,0.043956153,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 17:20,0.001468511,0,0.000471042,0.003948185,0.043956153,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 17:21,0.001466895,0,0.000471042,0.003870703,0.043956153,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 17:22,0.001468512,0,0.000471042,0.004012354,0.043956153,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 17:23,0.001468512,0,0.000471042,0.003986293,0.043956153,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 17:24,0.001468512,0,0.000471042,0.003866121,0.043956153,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 17:25,0.001371042,0,0.000648794,0.003887658,0.043956267,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 17:26,0.001468511,0,0.000648794,0.003974365,0.043956153,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 17:27,0.001468511,0,0.000471042,0.003926899,0.043956153,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 17:28,0.001468511,0,0.000471042,0.003866208,0.043956153,0.014130456,0.003870196,0,0.00084246,1
03-07-2018 17:29,0.001468511,0,0.000648794,0.00393113,0.043956153,0.014130447,0.004167912,0,0.00084246,1
03-07-2018 17:30,0.001468511,0,0.000471042,0.003872539,0.043956153,0.014130447,0.003870196,0,0.00084246,1
03-07-2018 17:31,0.00117483,0,0.000471042,0.003836786,0.043956153,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 17:32,0.001455138,0,0.000648794,0.003943846,0.043956267,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 17:33,0.001431256,0,0.000471042,0.003877593,0.046153928,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 17:34,0.001468511,0,0.000648794,0.003925265,0.050549251,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 17:35,0.001181026,0,0.000471042,0.003842329,0.054945081,0.014130447,0.003870196,0,0.00084246,1
03-07-2018 17:36,0.00117481,0,0.000471042,0.003810837,0.057143248,0.014130447,0.004167912,0,0.00084246,1
03-07-2018 17:37,0.001459808,0,0.000471042,0.003969612,0.057143248,0.014130447,0.003870196,0,0.00084246,1
03-07-2018 17:38,0.001174919,0,0.000648794,0.003803408,0.054945081,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 17:39,0.00117481,0,0.000471042,0.003865327,0.054945185,0.014130447,0.003870196,0,0.00084246,1
03-07-2018 17:40,0.00117481,0,0.000648794,0.003866082,0.054945185,0.014130447,0.004167912,0,0.00084246,1
03-07-2018 17:41,0.001467561,0,0.000648794,0.003927296,0.054945081,0.014130447,0.004167912,0,0.00084246,1
03-07-2018 17:42,0.001177296,0,0.000648794,0.003910588,0.050549251,0.014130447,0.003870196,0,0,1
03-07-2018 17:43,0.001241915,0,0.000471042,0.003926838,0.050549495,0.014130456,0.003870199,0,0.00084246,1
03-07-2018 17:44,0.001361024,0,0.000648794,0.003932172,0.050549495,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 17:45,0.001468511,0,0.000471042,0.004011346,0.050549495,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 17:46,0.001468511,0,0.000648794,0.00389133,0.050549251,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 17:47,0.001425648,0,0.000471042,0.003870966,0.048352096,0.014130447,0.003870196,0,0.00084246,1
03-07-2018 17:48,0.001438467,0,0.000648794,0.00397774,0.048351843,0.014130447,0.004167912,0,0.00084246,1
03-07-2018 17:49,0.001467922,0,0.000648794,0.003868489,0.048351843,0.014130447,0.003870196,0,0.00084246,1
03-07-2018 17:50,0.001467233,0,0.000471042,0.00396328,0.048352096,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 17:51,0.001468511,0,0.000648794,0.00389185,0.050549251,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 17:52,0.001414036,0,0.000471042,0.003925672,0.054945081,0.014130447,0.003870196,0,0.00084246,1
03-07-2018 17:53,0.001468511,0,0.000471042,0.004023573,0.054945081,0.014130447,0.004167912,0,0.00084246,1
03-07-2018 17:54,0.001303251,0,0.000648794,0.003806377,0.050549251,0.014130447,0.003870196,0,0.00084246,1
03-07-2018 17:55,0.00117481,0,0.000648794,0.003835892,0.050549495,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 17:56,0.001468511,0,0.000471042,0.004048775,0.050549495,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 17:57,0.001468511,0,0.000471042,0.003966036,0.050549495,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 17:58,0.001174838,0,0.000648794,0.003785642,0.048352096,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 17:59,0.001174838,0,0.000648794,0.003785642,0.048352096,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 18:00,0.001468511,0,0.000648794,0.003890838,0.048351843,0.014130447,0.003870196,0,0.00084246,1
03-07-2018 18:01,0.001468511,0,0.000648794,0.003946905,0.048351843,0.014130447,0.004167912,0,0.00084246,1
03-07-2018 18:02,0.001198691,0,0.000648794,0.003866783,0.048351843,0.014130447,0.003870196,0,0.00084246,1
03-07-2018 18:03,0.001468477,0,0.000471042,0.003877566,0.048351843,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 18:04,0.001468511,0,0.000471042,0.004020358,0.048351843,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 18:05,0.001452136,0,0.000648794,0.003945928,0.048351843,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 18:06,0.001377594,0,0.000471042,0.003868196,0.048351843,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 18:07,0.001334095,0,0.000471042,0.003947676,0.048352096,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 18:08,0.00117481,0,0.000471042,0.003864012,0.046153928,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 18:09,0.001468511,0,0.000648794,0.003863785,0.046153998,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 18:10,0.001468512,0,0.000471042,0.003994269,0.046153998,0.014130447,0.003870196,0,0.00084246,1
03-07-2018 18:11,0.001468512,0,0.000471042,0.004056014,0.046153998,0.014130447,0.004167912,0,0.00084246,1
03-07-2018 18:12,0.001468512,0,0.000648794,0.004001544,0.046153998,0.014130447,0.003870196,0,0.00084246,1
03-07-2018 18:13,0.001468511,0,0.000648793,0.003927813,0.046153998,0.014130456,0.003870199,0,0.00084246,1
03-07-2018 18:14,0.001247199,0,0.000471042,0.00401855,0.046153998,0.014130447,0.003870196,0,0.00084246,1
03-07-2018 18:15,0.001468511,0,0.000648794,0.003853404,0.046153998,0.014130447,0.004167912,0,0.00084246,1
03-07-2018 18:16,0.001468511,0,0.000648794,0.003855322,0.046153998,0.014130447,0.003870196,0,0.00084246,1
03-07-2018 18:17,0.001468512,0,0.000471042,0.003962477,0.046153998,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 18:18,0.001468511,0,0.000471042,0.004000003,0.046153998,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 18:19,0.00146851,0,0.000648794,0.004024391,0.046153998,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 18:20,0.001408905,0,0.000648794,0.003862768,0.046153928,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 18:21,0.001175635,0,0.000648794,0.003992522,0.043956267,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 18:22,0.001464544,0,0.000648794,0.003725499,0.043956153,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 18:23,0.001468222,0,0.000648794,0.00405981,0.043956153,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 18:24,0.001468497,0,0.000648794,0.00391502,0.043956153,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 18:25,0.001468511,0,0.000648794,0.00402558,0.043956153,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 18:26,0.001468512,0,0.000648794,0.003954326,0.043956153,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 18:27,0.001468512,0,0.000471042,0.003933283,0.043956153,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 18:28,0.001468512,0,0.000471042,0.003994222,0.043956153,0.014130456,0.003870199,0,0.00084246,1
03-07-2018 18:29,0.001468511,0,0.000471042,0.004007452,0.043956153,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 18:30,0.001459862,0,0.000471042,0.003878695,0.043956153,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 18:31,0.001468511,0,0.000648794,0.00404888,0.043956153,0.014130447,0.003870196,0,0.00084246,1
03-07-2018 18:32,0.001468512,0,0.000648794,0.004028788,0.043956153,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 18:33,0.001468512,0,0.000648794,0.004082917,0.043956153,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 18:34,0.001468512,0,0.000648794,0.003949571,0.043956153,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 18:35,0.001468512,0,0.000471042,0.004017598,0.043956267,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 18:36,0.001468512,0,0.000648794,0.003951118,0.039560438,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 18:37,0.001468512,0,0.000648794,0.00385959,0.039560656,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 18:38,0.001468512,0,0.000471042,0.004135361,0.039560656,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 18:39,0.001468512,0,0.000648794,0.003999516,0.039560656,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 18:40,0.001468512,0,0.000471042,0.003963123,0.039560656,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 18:41,0.001468512,0,0.000471042,0.003961103,0.039560656,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 18:42,0.001468512,0,0.000471042,0.003871483,0.039560656,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 18:43,0.001468512,0,0.000471042,0.003957255,0.039560438,0.014130456,0.003870199,0,0.00084246,1
03-07-2018 18:44,0.001468512,0,0.000471042,0.003917602,0.037362776,0.014130447,0.003870196,0,0.00084246,1
03-07-2018 18:45,0.001468512,0,0.000648794,0.003878862,0.037362811,0.014130447,0.004167912,0,0.00084246,1
03-07-2018 18:46,0.001468511,0,0.000471042,0.00402582,0.037362811,0.014130447,0.003870196,0,0.00084246,1
03-07-2018 18:47,0.001468512,0,0.000648794,0.00389576,0.037362811,0.014130447,0.004167912,0,0.00084246,1
03-07-2018 18:48,0.001468512,0,0.000471042,0.003922377,0.037362811,0.014130447,0.004167912,0,0.00084246,1
03-07-2018 18:49,0.001468512,0,0.000471042,0.003917907,0.037362811,0.014130447,0.003870196,0,0.00084246,1
03-07-2018 18:50,0.001468512,0,0.000648794,0.003938409,0.037362811,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 18:51,0.001468512,0,0.000648794,0.003938409,0.037362811,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 18:52,0.001468512,0,0.000471042,0.004041717,0.037362776,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 18:53,0.001468512,0,0.000648794,0.0038818,0.035165115,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 18:54,0.001468512,0,0.000471042,0.00390482,0.035164966,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 18:55,0.001468512,0,0.000471042,0.003998909,0.035164966,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 18:56,0.001468512,0,0.000471042,0.003963399,0.035165115,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 18:57,0.001468512,0,0.000471042,0.004096181,0.032966947,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 18:58,0.001468512,0,0.000648794,0.004089574,0.032966947,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 18:59,0.001468512,0,0.000648794,0.004089574,0.032966947,0.014130447,0.003870199,0,0.00084246,1
03-07-2018 19:00,0.001468512,0,0.000471042,0.004020836,0.032967121,0.014130447,0.003870199,0,0.00084246,1
